# Program:featureCounts v2.0.8; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-s" "2" "-p" "-T" "1" "-a" "raw_data/references/GCF_000002985.6_WBcel235_clean.gtf" "-o" "results/expression/featurecounts/Neg_1_2_gene_counts.tsv" "results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam
CELE_Y5H2B.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2207101;2207180;2207379;2207379;2208685;2208685;2209015;2209015;2209170;2209170;2209316;2209316;2209476;2209476;2209958;2209975;2210114;2210114	2207325;2207325;2207622;2207622;2208801;2208801;2209121;2209121;2209270;2209270;2209422;2209422;2209557;2209557;2210069;2210069;2210168;2210272	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1254	22
CELE_F44C8.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2210510;2210516;2210962;2210962;2211202;2211202;2211523;2211523;2211770;2211774;2211895;2211895	2210917;2210917;2211152;2211152;2211423;2211423;2211722;2211722;2211832;2211832;2212118;2212102	-;-;-;-;-;-;-;-;-;-;-;-	1308	220
CELE_F44C8.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2212871;2212933;2213348;2213348;2213591;2213591;2213927;2214174;2214174;2214279;2214279	2213302;2213302;2213538;2213538;2213812;2214126;2214126;2214232;2214232;2214478;2214460	-;-;-;-;-;-;-;-;-;-;-	1418	52
CELE_F44C8.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2215652;2215858;2215999;2216140;2216881;2217054;2217190;2217787	2215792;2215953;2216096;2216278;2217003;2217147;2217321;2218161	+;+;+;+;+;+;+;+	1198	4
CELE_F44C8.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2219004;2219135;2219312;2219312;2220066;2220066;2220167;2220337;2220337;2220337;2220606;2220606;2220606;2220848;2220848;2220848	2219238;2219238;2219436;2219436;2220289;2220289;2220289;2220546;2220546;2220546;2220796;2220796;2220800;2221220;2221220;2221305	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1447	176
CELE_F44C8.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2222064;2222065;2222233;2222233;2222353;2222353;2222461;2222461;2222706;2222706;2223968;2223968;2224205;2224205;2225158;2225158	2222185;2222185;2222304;2222304;2222411;2222411;2222660;2222660;2222927;2222927;2224158;2224158;2224606;2224606;2225321;2225296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1432	71
CELE_F44C8.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2225430;2225580;2225698;2225807;2226121;2226383;2226670	2225536;2225651;2225756;2225979;2226330;2226573;2227070	+;+;+;+;+;+;+	1213	106
CELE_F44C8.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2227203;2227355;2227483;2227590;2228085;2228359;2228597	2227309;2227426;2227541;2227762;2228294;2228549;2228977	+;+;+;+;+;+;+	1193	266
CELE_F44C8.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2229081;2229236;2229354;2229459;2229851;2230121;2230368	2229187;2229307;2229412;2229652;2230069;2230311;2230984	+;+;+;+;+;+;+	1459	136
CELE_F44C8.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2231223;2231402;2231603;2232032;2232287;2232739;2232983	2231349;2231473;2231661;2232237;2232505;2232929;2233382	+;+;+;+;+;+;+	1274	238
CELE_F44C8.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2233477;2233702;2233816;2234087;2234529;2234775	2233648;2233760;2234021;2234308;2234719;2235180	+;+;+;+;+;+	1256	158
CELE_F44C8.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2236140;2236517;2237063;2237619;2237839	2236377;2237015;2237573;2237792;2237999	+;+;+;+;+	1583	326
CELE_F41B5.11	NC_003283.11;NC_003283.11	2242194;2242561	2242453;2242772	-;-	472	0
CELE_F41B5.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2242778;2243311;2243864;2244429;2244663	2243174;2243809;2244374;2244602;2244865	+;+;+;+;+	1784	138
CELE_F41B5.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2245004;2245543;2245662;2246091;2246091;2246649;2246649;2246869;2246869	2245226;2246041;2246041;2246601;2246601;2246822;2246822;2246970;2247029	+;+;+;+;+;+;+;+;+	1568	50
CELE_F41B5.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2247254;2247472;2247622;2247622;2247847;2247847;2248406;2248406;2249137;2249137	2247573;2247573;2247795;2247795;2248357;2248357;2248904;2248904;2249233;2249410	-;-;-;-;-;-;-;-;-;-	1778	2
CELE_F41B5.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2250540;2251089;2251636;2252203;2252423	2250746;2251587;2252146;2252376;2252591	+;+;+;+;+	1560	342
CELE_F41B5.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2252772;2252804;2252951;2252951;2253174;2253311;2253311;2253511;2253511;2254128;2254128;2254254;2254254;2254394;2254394	2252895;2252895;2253263;2253115;2253263;2253458;2253458;2253645;2253645;2254206;2254206;2254341;2254341;2254603;2254603	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1097	4
CELE_F41B5.1	NC_003283.11;NC_003283.11;NC_003283.11	2255533;2255714;2255863	2255604;2255810;2256655	+;+;+	962	72
CELE_F41B5.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2257420;2258059;2259512;2259707;2259890	2257838;2258671;2259651;2259810;2259927	-;-;-;-;-	1314	138
CELE_F41B5.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2260960;2261220;2261223;2261304;2261304;2261468;2261468;2261650;2261650	2261132;2261256;2261256;2261372;2261372;2261601;2261601;2261847;2261847	+;+;+;+;+;+;+;+;+	611	0
CELE_F41B5.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2262489;2263061;2264267;2264456	2262919;2263655;2264406;2264634	-;-;-;-	1345	44
CELE_Y5H2A.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2264912;2265375;2265615;2266748;2266926	2265324;2265568;2266012;2266884;2267058	-;-;-;-;-	1275	16
CELE_Y5H2A.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2271113;2271410;2271608;2271757	2271364;2271563;2271667;2271850	-;-;-;-	560	0
CELE_Y5H2A.4	NC_003283.11;NC_003283.11	2272441;2274300	2274006;2274353	-;-	1620	2
CELE_Y5H2A.3	NC_003283.11;NC_003283.11	2274842;2275012	2274935;2275977	+;+	1060	4
CELE_Y5H2A.5	NC_003283.11	2275420	2275569	-	150	4
CELE_T27B7.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2276013;2276089;2276622;2276622;2276864;2276864;2277761;2277761;2278014	2276461;2276461;2276821;2276821;2277270;2277270;2277773;2277897;2278265	-;-;-;-;-;-;-;-;-	1445	94
CELE_T27B7.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2278816;2279595;2280993;2280994;2281183;2281183	2278908;2280234;2281127;2281127;2281387;2281401	+;+;+;+;+;+	1087	20
CELE_T27B7.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2281759;2281916;2282037;2282038;2282038;2282188;2282188;2282188;2282228;2282862;2282862;2282862;2282862;2284196;2284196;2284196;2284196;2284453;2284453;2284453;2284453;2284763;2284763;2284763;2284763	2281988;2281988;2282100;2282100;2282100;2282246;2282246;2282246;2282246;2283250;2283250;2283250;2283250;2284386;2284386;2284386;2284386;2284720;2284720;2284720;2284720;2284870;2284963;2284963;2284963	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1402	240
CELE_T27B7.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2285432;2285432;2285577;2285577;2285689;2285795;2286358;2286358;2287022;2287022;2287337;2287337	2285526;2285526;2285639;2285637;2285747;2286177;2286548;2286548;2287289;2287289;2287480;2287446	+;+;+;+;+;+;+;+;+;+;+;+	1203	20
CELE_T27B7.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2288153;2288490;2289208;2289466;2290110;2290218;2290328	2288438;2288757;2289398;2289851;2290168;2290280;2290474	-;-;-;-;-;-;-	1400	26
CELE_T27B7.8	NC_003283.11	2292477	2292497	+	21	0
CELE_T27B7.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2292540;2292736;2292738;2292859;2292859;2292963;2292963;2293405;2293405;2294315;2294315;2294629;2294629	2292693;2292800;2292800;2292917;2292917;2293348;2293348;2293598;2293598;2294582;2294582;2294798;2294800	+;+;+;+;+;+;+;+;+;+;+;+;+	1298	24
CELE_T27B7.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2294877;2295068;2295353;2295468;2295890;2296457;2296783	2295015;2295127;2295411;2295844;2296083;2296724;2296977	+;+;+;+;+;+;+	1292	52
CELE_T27B7.9	NC_003283.11;NC_003283.11;NC_003283.11	2296998;2297170;2298289	2297122;2297314;2298686	-;-;-	668	1
CELE_Y19D10B.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2298945;2299122;2299310;2300040;2300443;2300636;2300918	2299075;2299266;2299377;2300394;2300579;2300869;2301005	-;-;-;-;-;-;-	1158	0
CELE_Y19D10B.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2301716;2301905;2302094;2302519;2302920;2303494;2303781	2301846;2302049;2302161;2302873;2303056;2303727;2303875	-;-;-;-;-;-;-	1165	2
CELE_Y19D10B.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2304355;2304470;2304679;2304832;2305245;2305453;2305578;2305696;2305803;2305977;2306262;2306454;2306631;2306795;2307092;2307199;2307563;2307949;2308937;2309102	2304425;2304622;2304788;2304906;2305406;2305518;2305646;2305758;2305925;2306215;2306409;2306587;2306698;2306954;2307150;2307472;2307901;2308168;2309042;2309159	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2697	0
CELE_Y19D10B.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2311291;2311408;2312057;2312570;2312892;2313137;2313339;2313574;2313685	2311348;2311513;2312490;2312843;2312950;2313296;2313531;2313641;2313809	+;+;+;+;+;+;+;+;+	1477	0
CELE_Y19D10B.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2313962;2314095;2314286;2314776;2315203;2317590;2317857;2318104	2314044;2314239;2314723;2314895;2315483;2317811;2317970;2318163	-;-;-;-;-;-;-;-	1463	0
CELE_Y19D10B.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2318490;2318881;2319229;2319402;2319673;2319927;2320315;2320585;2320996	2318830;2319057;2319342;2319548;2319883;2320228;2320536;2320695;2321101	-;-;-;-;-;-;-;-;-	1731	42
CELE_Y19D10B.7	NC_003283.11;NC_003283.11	2322038;2322284	2322237;2322566	-;-	483	131
CELE_F15E11.14	NC_003283.11;NC_003283.11	2323014;2323313	2323266;2323524	+;+	465	149
CELE_F15E11.15	NC_003283.11	2324634	2325152	-	519	6343
CELE_F15E11.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2326678;2326678;2326832;2326978;2326978	2326789;2326936;2326936;2327279;2327282	+;+;+;+;+	564	6538
CELE_F15E11.1	NC_003283.11;NC_003283.11	2329444;2329702	2329655;2329954	-;-	465	172
CELE_F15E11.13	NC_003283.11;NC_003283.11	2330429;2330731	2330684;2330930	+;+	456	95
CELE_F15E11.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2331916;2331916;2331916;2332273;2332273;2332273;2332432;2332432;2332432;2332707;2333116;2333303;2333751;2334031;2336167	2331972;2331972;2331972;2332383;2332383;2332383;2332677;2332653;2332653;2332808;2333241;2333672;2333975;2334110;2336196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1347	2
CELE_F15E11.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2334489;2334624;2334927;2335358;2335790;2336140	2334568;2334848;2335296;2335483;2336070;2336251	-;-;-;-;-;-	1194	0
CELE_F15E11.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2336678;2336872;2337863;2338291;2338468	2336827;2336939;2338244;2338419;2338638	-;-;-;-;-	900	0
CELE_F15E11.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2339540;2339692;2339898;2340011;2340439;2340693;2341259	2339643;2339836;2339965;2340392;2340567;2340973;2341385	-;-;-;-;-;-;-	1236	10
CELE_F15E11.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2342016;2342477;2342666;2342778;2343238;2344066;2344273;2344397	2342136;2342621;2342733;2342993;2343366;2344229;2344346;2344508	-;-;-;-;-;-;-;-	1029	0
CELE_F15E11.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2345676;2345816;2346169;2346429;2347889;2348038	2345770;2346035;2346382;2346527;2347990;2348123	+;+;+;+;+;+	816	0
CELE_Y19D10A.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2348215;2348215;2348215;2348215;2348215;2348215;2348215;2348215;2348373;2348373;2348373;2348373;2348373;2348373;2348373;2348373;2348579;2348579;2348579;2348579;2348579;2348579;2348579;2348579;2348691;2348691;2348691;2348691;2348691;2348691;2348691;2348691;2348803;2348803;2348803;2348803;2349696;2349696;2349696;2349696;2349867;2349867;2349867;2349867;2349867;2349867;2349867;2349867;2350211;2350211;2350211;2350211	2348324;2348324;2348324;2348324;2348324;2348324;2348324;2348324;2348520;2348520;2348520;2348520;2348520;2348520;2348520;2348520;2348643;2348643;2348643;2348643;2348643;2348643;2348643;2348643;2349054;2349054;2349054;2349054;2348752;2348752;2348752;2348752;2349054;2349054;2349054;2349054;2349824;2349824;2349824;2349824;2349995;2349995;2350141;2350141;2350071;2350071;2350141;2350141;2350325;2350325;2350325;2350325	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1206	1
CELE_Y19D10A.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2351676;2351829;2352198;2352481	2351761;2351944;2352434;2352932	+;+;+;+	891	570
CELE_Y19D10A.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2353359;2353359;2353529;2353529;2354566;2354772;2355791;2356318;2356494	2353481;2353481;2353609;2353645;2354727;2355072;2356268;2356424;2356582	-;-;-;-;-;-;-;-;-	1377	0
CELE_Y19D10A.6	NC_003283.11;NC_003283.11;NC_003283.11	2358801;2359251;2359898	2358866;2359357;2360543	+;+;+	819	0
CELE_Y19D10A.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2361725;2361905;2362077;2362286;2363830;2365345;2365499;2366514;2367335;2367523	2361852;2362021;2362238;2362569;2364307;2365451;2365618;2366991;2367441;2367623	-;-;-;-;-;-;-;-;-;-	2082	0
CELE_Y19D10A.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2368944;2368944;2368944;2369120;2369120;2369120;2370105;2370105;2370484;2370484;2371740;2372442;2373279	2369069;2369069;2369069;2369236;2369236;2369236;2370266;2370266;2370651;2370784;2372217;2372548;2373385	-;-;-;-;-;-;-;-;-;-;-;-;-	1398	0
CELE_Y19D10A.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2375043;2375043;2375043;2376301;2376301;2377699;2377699;2378782;2379382	2375341;2375261;2375341;2376768;2376768;2378110;2378271;2378952;2379505	-;-;-;-;-;-;-;-;-	1635	12
CELE_Y19D10A.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2382233;2383012;2384153;2384198	2382354;2384056;2384422;2384422	+;+;+;+	1437	0
CELE_Y19D10A.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2385956;2386138;2386289;2387178;2387179;2387451;2387451;2387469;2388362;2388362;2388362;2389282;2389282;2389282;2390594;2390594;2390594;2390627	2386089;2386241;2386403;2387392;2387392;2387599;2387599;2387599;2388665;2388665;2388665;2389560;2389560;2389560;2390722;2390722;2390722;2390722	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1429	0
CELE_Y19D10A.16	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2392772;2393013;2393216;2393503;2394067	2392916;2393167;2393314;2394015;2394147	+;+;+;+;+	993	1
CELE_Y19D10A.15	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2394485;2394485;2394903;2394903;2395048;2395048;2395878;2395878;2396363;2396363	2394673;2394678;2394999;2394999;2395188;2395188;2396156;2396156;2396635;2396635	+;+;+;+;+;+;+;+;+;+	984	0
CELE_Y19D10A.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2397357;2398825;2398968;2399201;2399989;2400924	2397485;2398926;2399108;2399479;2400067;2401126	+;+;+;+;+;+	933	0
CELE_Y19D10A.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2401357;2402502;2402639;2402762;2403528;2403728;2404883	2401539;2402589;2402717;2402896;2403681;2404040;2404989	+;+;+;+;+;+;+	1059	0
CELE_Y19D10A.13	NC_003283.11;NC_003283.11	2406107;2406824	2406569;2407314	-;-	954	0
CELE_Y19D10A.18	NC_003283.11;NC_003283.11	2408274;2408833	2408352;2409029	+;+	276	0
CELE_Y19D10A.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2409251;2409251;2410133;2410355;2410493;2410493;2410616;2410616;2412080;2412080;2412280;2412280;2413386;2413386	2409433;2409433;2410442;2410442;2410571;2410571;2410750;2410750;2412233;2412233;2412592;2412592;2413492;2413492	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1281	0
CELE_Y19D10A.17	NC_003283.11;NC_003283.11	2414154;2415781	2414786;2416011	+;+	864	0
CELE_C13B7.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2419081;2419081;2419481;2419481;2419628;2419628;2420281;2420281;2420883;2420883;2421282;2421283;2421283;2421372;2421373;2421373;2421504;2421504;2421504;2421504	2419277;2419277;2419577;2419577;2419762;2419762;2420556;2420556;2420961;2420961;2421311;2421441;2421311;2421441;2421441;2421441;2421583;2421583;2421583;2421583	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1024	0
CELE_C13B7.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2421867;2422066;2422187;2422366;2422753	2422013;2422139;2422312;2422457;2422895	+;+;+;+;+	582	7
CELE_C13B7.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2423287;2423287;2423287;2423287;2423414;2423940;2423940;2424540;2424540;2424540;2424540;2425394;2425394;2425870;2425870;2426016;2426016	2423477;2423403;2423477;2423477;2423477;2424097;2424097;2424733;2424733;2424733;2424733;2425534;2425534;2425966;2425966;2426206;2426206	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	972	0
CELE_C13B7.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2426479;2426779;2427378;2427494;2427681;2427816;2427942	2426564;2427157;2427444;2427628;2427759;2427900;2428124	-;-;-;-;-;-;-	1014	0
CELE_C13B7.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2431805;2432684;2432903;2433089;2434202;2434655	2431993;2432850;2433037;2433155;2434589;2434725	+;+;+;+;+;+	1017	0
CELE_C13B7.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2435725;2436490;2436959;2437467	2435877;2436912;2437105;2437784	+;+;+;+	1041	0
CELE_F56A4.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2437960;2438147;2438348;2438571;2439662	2438100;2438233;2438527;2439209;2439871	+;+;+;+;+	1257	0
CELE_F56A4.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2440292;2440431;2440810;2440982;2442217;2442749;2442882;2443656;2443844;2444280;2444494;2444718;2444848;2445663;2445856;2446005	2440382;2440565;2440929;2441153;2442595;2442831;2442957;2443794;2444158;2444444;2444600;2444796;2445228;2445777;2445949;2446138	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2585	0
CELE_F56A4.4	NC_003283.11;NC_003283.11;NC_003283.11	2447895;2447981;2448985	2447931;2448175;2449136	+;+;+	384	0
CELE_F56A4.13	NC_003283.11	2448979	2449043	-	65	0
CELE_F56A4.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	2449518;2449640;2449870;2450898;2451087;2451979;2452127;2452269	2449594;2449817;2450001;2451036;2451218;2452057;2452220;2452460	-;-;-;-;-;-;-;-	1023	0
